SMILES,"Ki (nM)"
c1ccc(N2CCNCC2)cc1,380
CCCN(CCC)[C@@H]1CCc2ccc3[nH]c(C#N)cc3c2C1,0.1
COc1ccccc1N1CCN(CCCNc2nc3nc4c(c(=O)n(C)c(=O)n4C)n3cc2Br)CC1,36
O=C(NCCCCN1CCN(c2ccccc2)CC1)c1ccccc1,11
COc1ccccc1N1CCN(CCCn2c(=O)ccn3c4c(=O)n(C)c(=O)n(C)c4nc23)CC1,10.4
Cn1c(=O)c2c(nc3nc(NCCCN4CCN(c5ccccc5)CC4)ccn32)n(C)c1=O,19
c1cnc(N2CCNCC2)nc1,1410
COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1,0.6
Cn1c(=O)c2c(nc3nc(NCCN4CCN(c5cccc(Cl)c5)CC4)ccn32)n(C)c1=O,23
c1ccc(C2CCNCC2)cc1,1520
O=C1c2ccccc2C(=O)N1CCCCN1CCN(c2ncccn2)CC1,36
Cn1c(=O)sc2cc(CCN3CCN(Cc4ccccc4)CC3)ccc21,30
CCCN(CCC)[C@H]1CCc2ccc3[nH]c(C#N)cc3c2C1,0.4
Clc1cccc(N2CCNCC2)c1,130
c1ccc2c(N3CCNCC3)cccc2c1,11
CCCN(C/C=C/I)C1CCc2ccc(O)cc2C1,5.1
COc1ccccc1N1CCN(CCCNc2ccn3c(n2)nc2c3c(=O)n(C)c(=O)n2C)CC1,34
CCCN(CCC)[C@@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,1.6
CCCN(CCCCN1C(=O)CC(C)(C)CC1=O)[C@H]1CCc2ccc3[nH]c(C(N)=O)cc3c2C1,108
Cn1c(=O)sc2cc(CCN3CCC(Cc4ccccc4)CC3)ccc21,4
C=CCN1CC[C@H]2c3cccc(OC)c3CC[C@H]21,236
O[C@H]1[C@@H](NC[C@H]2COc3ccccc3O2)CC[C@@H]1Oc1ccccc1,0.8318
COc1cccc(OC)c1O[C@@H]1CCC(NCC2COc3ccccc3O2)C1O,33.88
COc1ccccc1O[C@@H]1CCC(NCC2COc3ccccc3O2)C1O,24.55
C=CCN1CC[C@H]2c3cccc(O)c3CC[C@H]21,923
COc1ccccc1N1CCN(CCN2C(=O)CC3(CCCC3)CC2=O)CC1,0.9333
CCCCN1CCC[C@H]1CNC(=O)c1cc(Cl)cc2c1OCCN2C,34
O=C(NC[C@H]1CCCN1CCc1ccccc1)C1CCCCC1,190
COc1cccc2c1C1CCN(CCc3ccccc3)[C@H]1CC2,317
O[C@@H]1[C@H](NC[C@@H]2COc3ccccc3O2)CC[C@H]1Oc1ccccc1,22.39
C=CCN1CC[C@@H]2c3ccccc3CC[C@H]21,11
O[C@H]1[C@@H](NC[C@@H]2COc3ccccc3O2)CC[C@@H]1Oc1ccccc1,3.715
COc1ccc(SC)cc1C(=O)NC[C@@H]1CCCN1CCc1ccccc1,24
CSc1cccc(C(=O)NC[C@@H]2CCCN2CCc2ccccc2)c1,4.3
CCCN1[C@@H]2CCc3cccc(OC)c3C2C[C@@H]1C,1
O=C(NC[C@@H]1CCCN1CCc1ccccc1)c1ccccc1,4.6
COc1cccc2c1CC[C@@H]1[C@@H]2CCN1CC1CC1,66
CCCN1CC[C@@H]2c3cccc(OC)c3CC[C@H]21,66
C=CCN1CCC2c3cccc(O)c3CC[C@@H]21,1000
CCCN1CC[C@@H]2c3cccc(O)c3CC[C@H]21,338
CN1CCOc2c(C(=O)NC[C@@H]3CCCN3CCc3ccccc3)cc(Cl)cc21,10
CCCN1[C@H](C)CC2c3c(cccc3OC)CC[C@H]21,16
CN1CCOc2c(C(=O)NC[C@H]3CCCN3CCc3ccccc3)cc(Cl)cc21,35
COc1cccc2c1CC[C@@H]1[C@H]2CCN1CC1CC1,1000
C=CCN1CCC2c3cccc(OC)c3CC[C@H]21,252
C=CCN1CCC2c3cccc(OC)c3CC[C@H]21,333
C=CCN1CCC2c3c(cccc3OC)CC[C@@H]21,49
C=CCN1CCC2c3c(cccc3OC)CC[C@@H]21,100
O=C(NC[C@@H]1CCCN1CCc1ccccc1)C1CCCCC1,0.49
C=CCN1CC[C@@H]2c3cccc(OC)c3CC[C@H]21,16
C=CCN1CC[C@@H]2c3cccc(OC)c3CC[C@H]21,3.7
